RegionID,SizeRank,RegionName,RegionType,StateName,4/30/2008,5/31/2008,6/30/2008,7/31/2008,8/31/2008,9/30/2008,10/31/2008,11/30/2008,12/31/2008,1/31/2009,2/28/2009,3/31/2009,4/30/2009,5/31/2009,6/30/2009,7/31/2009,8/31/2009,9/30/2009,10/31/2009,11/30/2009,12/31/2009,1/31/2010,2/28/2010,3/31/2010,4/30/2010,5/31/2010,6/30/2010,7/31/2010,8/31/2010,9/30/2010,10/31/2010,11/30/2010,12/31/2010,1/31/2011,2/28/2011,3/31/2011,4/30/2011,5/31/2011,6/30/2011,7/31/2011,8/31/2011,9/30/2011,10/31/2011,11/30/2011,12/31/2011,1/31/2012,2/29/2012,3/31/2012,4/30/2012,5/31/2012,6/30/2012,7/31/2012,8/31/2012,9/30/2012,10/31/2012,11/30/2012,12/31/2012,1/31/2013,2/28/2013,3/31/2013,4/30/2013,5/31/2013,6/30/2013,7/31/2013,8/31/2013,9/30/2013,10/31/2013,11/30/2013,12/31/2013,1/31/2014,2/28/2014,3/31/2014,4/30/2014,5/31/2014,6/30/2014,7/31/2014,8/31/2014,9/30/2014,10/31/2014,11/30/2014,12/31/2014,1/31/2015,2/28/2015,3/31/2015,4/30/2015,5/31/2015,6/30/2015,7/31/2015,8/31/2015,9/30/2015,10/31/2015,11/30/2015,12/31/2015,1/31/2016,2/29/2016,3/31/2016,4/30/2016,5/31/2016,6/30/2016,7/31/2016,8/31/2016,9/30/2016,10/31/2016,11/30/2016,12/31/2016,1/31/2017,2/28/2017,3/31/2017,4/30/2017,5/31/2017,6/30/2017,7/31/2017,8/31/2017,9/30/2017,10/31/2017,11/30/2017,12/31/2017,1/31/2018,2/28/2018,3/31/2018,4/30/2018,5/31/2018,6/30/2018,7/31/2018,8/31/2018,9/30/2018,10/31/2018,11/30/2018,12/31/2018,1/31/2019,2/28/2019,3/31/2019,4/30/2019,5/31/2019,6/30/2019,7/31/2019,8/31/2019,9/30/2019,10/31/2019,11/30/2019,12/31/2019,1/31/2020,2/29/2020,3/31/2020,4/30/2020,5/31/2020,6/30/2020,7/31/2020,8/31/2020,9/30/2020,10/31/2020,11/30/2020,12/31/2020,1/31/2021,2/28/2021,3/31/2021,4/30/2021,5/31/2021
395025,13,"Riverside, CA",Msa,CA,317000,308667,303333,295667,283667,272333,264667,258000,251333,238000,230000,224667,224667,220333,217333,214833,214167,209167,210000,213333,216667,214667,210667,210667,207667,209667,209667,212333,208000,204667,202000,203333,202750,202750,201083,201083,200750,200750,199667,199000,197333,195667,194250,194250,192583,191500,191167,195167,198667,202333,203333,205333,201667,201667,203000,211667,218333,221667,222000,226000,234333,243000,249000,252917,255583,257250,258667,260333,263667,265000,268000,269667,273000,277667,281000,282667,281333,278500,278167,283333,287833,285500,285667,287333,295667,297333,300667,303333,303500,302500,300833,302333,305000,305000,305667,308667,314833,319500,319833,322000,322500,325167,323500,324333,326667,326667,328333,329667,336667,340167,343833,346833,349667,348833,347333,347667,350167,353000,358167,360833,364833,366333,368667,371333,370667,371400,369065,371732,370998,368667,366667,368333,373500,375167,375167,376333,376755,378088,378422,380500,382500,382500,385000,388333,390667,391667,393333,401000,408667,417000,422333,427000,430667,433667,440167,449833,461917,473750
394976,14,"Phoenix, AZ",Msa,AZ,225833,225333,225333,221667,217317,209651,205651,200258,194563,184867,177423,172418,169448,166633,164651,162984,159651,157000,154500,154833,152833,151333,148833,148833,149500,150000,150000,148333,145167,143167,142500,142333,141000,138333,136667,134667,134352,132352,131019,129000,128667,128667,128000,129667,131333,134333,135000,138062,143062,151062,156557,159891,161775,163218,166518,169133,172467,173016,173850,177183,181667,187333,191333,196000,197000,197967,198832,200499,201577,200878,200545,200833,202000,204000,206667,208333,210327,208409,208933,207556,210474,210583,211888,211221,212254,216000,219967,222633,222633,222667,224000,225732,227767,227767,228369,227833,230245,233245,236745,237667,238333,240000,242640,244283,244283,242809,242830,242830,244963,246967,250633,253229,254563,254229,255833,257167,258800,258654,260779,262479,264125,266833,270167,274467,274523,274523,274556,275667,277300,277300,276633,275667,277333,281771,285104,287767,288330,289997,293000,294667,297000,297000,298667,300667,302000,302000,303546,308712,317046,323833,330833,334167,335833,338333,345000,355000,365333,377667
395078,15,"Seattle, WA",Msa,WA,349000,348667,350000,349332,346332,338663,332861,325916,326918,325055,323333,318317,315650,317300,320650,321317,318000,313000,308427,304760,305760,305760,307593,306485,306391,308891,305667,312333,311667,313333,304667,301333,301617,296950,295283,293000,296333,294544,294202,290202,288658,281000,275000,269987,267654,262654,259333,261333,274667,286000,294663,297997,296997,295333,292077,292492,290808,283658,282987,286263,300003,311593,320000,328333,329593,329593,325927,322760,320760,314427,312906,312240,320406,325500,334833,338333,340667,337240,333906,333240,332730,332396,331396,336983,344983,354317,361000,363333,366333,361333,360370,355703,355703,354387,354387,359006,366287,379268,389615,397948,399967,397419,394380,394380,398533,395646,395646,397406,414250,427583,440823,443451,443768,441268,441056,442406,447667,444398,449981,454418,476687,485103,489667,483181,475847,467514,460000,458333,458333,456650,462650,474317,487667,499333,501938,501938,494552,487281,487281,488667,498333,498333,505833,512500,524167,521667,524422,532088,545922,554833,557167,558333,550000,548000,551333,574000,599667,633000
394865,16,"Minneapolis-St Paul, MN",Msa,MN,220300,220667,220333,219667,219667,217333,212667,206258,203258,199258,194650,188650,183983,184983,186650,191650,191667,191667,188333,186000,184000,180633,179300,179633,183000,184167,186967,193300,199100,198967,194967,190000,188967,184967,179933,173300,170175,172375,175709,178833,179258,175458,170458,165200,162333,159781,156948,157948,161333,168500,174833,181500,185833,186833,184333,181667,179925,176259,171503,171545,176545,186267,195300,204150,209183,208517,206667,204667,204725,203059,201142,199417,201083,205667,213000,216788,219454,215454,213333,210300,210670,208107,207041,208738,215300,221067,225333,227167,227607,226240,222740,222800,222500,222167,220000,219333,223875,229209,235209,238000,239027,236443,235410,234050,233267,230300,227328,229045,234712,241350,248030,250364,253197,251000,248667,245833,246300,246031,247364,249564,254764,259764,262597,265000,265000,264683,264683,265683,265667,264000,262333,266333,271950,278784,282117,283833,284333,282300,281530,280864,280897,278355,277355,283022,292333,297883,299509,302509,308292,310000,310333,309000,308333,305000,304767,310100,322434,332667
395056,17,"San Diego, CA",Msa,CA,456667,443333,442500,430667,423667,411167,400000,385500,373833,360833,357500,354167,356500,359667,366333,370000,371667,369667,366500,362833,363167,359333,359167,360833,364500,368333,368333,373333,376000,376000,372917,369417,367750,357500,350000,350333,357667,363000,362333,363333,361333,355000,351667,346583,346583,341583,340000,340000,346167,354750,360583,362750,363833,362667,364333,367500,374500,374500,375000,378667,396000,414333,426000,431333,429667,431000,428333,429667,429500,429500,426667,428500,436833,446667,453333,456333,459667,459667,457250,450583,447250,446333,449667,454667,460833,469167,477167,482167,482167,475833,471667,475333,480333,482250,475917,475917,484833,496250,502917,504750,507667,509500,514833,513167,513000,508333,508333,515000,521667,535000,543333,550000,551667,548333,546667,547667,551833,551500,550333,554167,567833,579667,586667,590000,594417,594750,589750,586250,579250,577583,571667,575000,577333,580667,587333,590000,596667,590000,591000,593333,595000,597333,597333,604000,604000,601333,601333,614667,631667,649583,654583,656583,653667,652667,662333,680667,705000,726667
395121,18,"St. Louis, MO",Msa,MO,150133,155300,159300,163333,163000,158833,154133,148617,144450,136083,133600,133267,137333,140042,146042,151125,153667,151333,148583,145000,142838,140504,140338,140833,143833,147333,152333,156667,157417,154250,150250,149000,149817,148817,145650,139000,136667,138667,144667,148667,150333,146233,143358,141358,142082,138290,133624,131667,135333,141667,148000,152167,154133,151557,148523,145890,145133,143667,141317,141983,145317,149417,156054,160797,163381,159743,156667,153500,153500,151333,148500,145500,146667,152667,160667,165000,165667,160667,158317,155983,155983,152000,150333,150333,153667,158667,164333,168667,169417,165660,162660,158910,158633,156300,154300,154333,157983,166317,173802,177079,175746,171094,169800,167800,167633,165167,163950,163617,166117,172000,178000,183000,182386,180719,176236,176183,174517,172333,170000,169833,174833,180500,185667,188447,187780,184413,180467,177300,177493,177260,177077,176917,179317,186000,194333,198588,200254,194254,192333,189201,190951,189618,185308,184558,188725,199083,205717,211183,215767,216800,215167,211000,209167,206483,203150,203949,206716,215049
395148,19,"Tampa, FL",Msa,FL,176567,177567,177667,178333,177333,174000,168667,163000,158000,156000,151667,149700,146667,146200,147533,149233,148933,145233,141567,141000,140333,138300,136297,134230,134597,134600,138083,138050,139700,136617,136983,133667,132833,129167,125833,121667,120667,122333,126333,127333,127417,124750,122083,119333,119500,118833,118167,116667,118833,122167,127167,131667,135000,134433,131767,131767,133667,134667,133067,135067,137400,143967,148933,157067,160433,159800,157667,156000,157333,155250,152467,150800,152850,158628,162595,167595,169600,168967,169600,167100,168100,164167,163667,163667,167000,171000,174833,179500,181000,181167,178167,177333,177333,176000,176000,175333,180000,184875,190542,193542,195333,193000,192000,192000,195000,193933,192267,192567,196300,201800,206500,211663,212830,211497,208333,210000,211667,211667,209667,210333,214333,218000,222000,224667,225700,224367,222700,224333,225817,225817,224817,223333,225000,226667,230667,234333,236700,236033,235698,235132,238465,238083,237950,236283,240700,244848,248967,251934,256452,259739,261072,261739,262667,263317,265650,268650,275667,282823
394358,20,"Baltimore, MD",Msa,MD,258000,258333,264317,268483,272623,272973,268807,265667,257667,253000,249000,250333,250000,248333,250000,253333,262088,262088,260088,249667,246333,245000,246667,246667,244967,244892,248225,251591,261666,263333,270000,263333,255900,248540,245540,249473,250167,251500,255700,260700,267333,261633,253967,245667,244833,245800,242467,236967,236045,246045,258378,266000,265833,264932,261598,258432,252667,254067,247400,246400,248667,259875,269875,277875,281667,285000,280000,279967,277372,273706,263739,260750,266083,277538,287704,289371,289785,283535,281868,278333,278000,277377,277210,274980,275603,277103,282998,292998,291665,288333,274667,271333,272748,270582,269915,265723,271523,280523,291633,300000,300000,294250,288247,283102,278852,273188,268333,265000,269167,279167,289833,295663,295330,291297,286300,283967,283500,280167,273333,271833,276833,287667,294667,299667,301667,301500,298992,298158,295825,288678,282845,282012,288333,296113,304413,313930,315483,313850,309333,307084,305417,298717,294967,294757,303123,308790,310667,310667,315000,319000,319667,319667,314000,310000,303333,301667,303333,314107
394530,21,"Denver, CO",Msa,CO,242750,242700,242067,245533,246633,241300,236300,228967,226967,217278,215578,214412,221467,225833,230500,231833,232500,227667,225000,219167,218500,219133,223633,226967,228000,229833,233133,240467,248050,250300,247967,244883,243933,239600,239600,240000,242833,242658,244325,246492,246667,243317,239983,238317,237992,238325,233325,233667,238333,249259,257592,261092,260333,256750,254917,254750,253333,253000,255167,261833,267833,272300,274633,277283,275900,271996,267846,265329,266900,266067,266179,268512,275179,282983,287283,289200,286883,283583,281667,284000,288967,293200,297533,305900,313300,321633,324933,324883,321550,316583,316667,320000,323667,325667,329900,337900,346953,356053,362720,365333,362000,356958,356625,357908,361583,362583,365967,371333,379666,386155,391572,391722,389567,383150,382000,382000,388000,392783,401783,407783,416333,421667,425191,423525,421395,415609,412942,410072,410667,408567,408233,411567,418000,426333,429667,433000,431667,430000,428333,427649,427649,426982,429333,437500,443167,447088,446421,451421,455833,459667,463667,465333,465267,461267,464600,480000,501667,523333
394982,22,"Pittsburgh, PA",Msa,PA,121430,123897,125247,129967,130500,128042,124608,122108,120233,120633,118550,120383,118750,123940,126440,129773,129000,127333,125875,122875,120875,117067,117733,119733,124000,127333,128967,130300,130267,131133,130767,127467,125300,121817,121483,123317,123500,128667,129833,135500,136500,135667,133000,128833,127317,125650,123983,123000,126667,131667,139667,142667,144317,139650,137983,135333,135622,132622,131588,131300,134633,139967,145300,148600,149467,147133,143216,139050,136050,132300,129467,130300,134667,140000,144833,148833,152167,149167,145167,139400,139400,139067,138943,139277,141277,146333,150667,155300,156967,153383,148083,144750,146000,144667,142333,140667,145583,151284,157951,160034,161667,158333,156167,153367,151700,149533,147333,147500,150833,158333,164833,169167,169333,166000,162900,161067,159400,156650,154150,157483,161167,165333,171333,175167,177000,171967,166717,163383,162750,162800,161800,162705,166238,172238,179333,184333,188300,183300,179933,175467,175467,170500,166667,167000,177000,185300,189967,192400,195733,197400,194967,190000,186667,183333,185000,190833,195833,204167
394998,23,"Portland, OR",Msa,OR,271667,274183,276650,280816,278883,269917,266417,261947,259698,253198,253418,251333,249667,246667,247368,247368,247334,244633,242800,237500,237833,238000,239333,239967,240167,240833,242217,245333,249300,249617,245967,243525,242858,239825,234933,229933,229967,231667,233367,233367,231903,229203,226199,226330,223963,221967,218300,220000,225034,231368,237451,240750,241417,239333,239000,239000,240000,240000,238833,242167,245500,253052,257552,265031,267979,268479,265500,263500,260167,257167,258500,261833,268167,272500,278817,284383,286050,286148,282715,281048,279963,277663,276949,277872,284814,292195,299608,304267,305933,303600,301333,301333,305000,304667,304333,308033,318700,328367,335795,337128,340295,338900,338900,338033,337967,339600,338967,344300,351000,361667,368401,373401,374301,372567,370900,367833,367830,371130,375097,378433,381783,388317,394983,395567,397233,392233,390667,386667,385167,382833,384333,387500,392500,398333,403333,406667,405000,403000,401333,402967,403300,403967,402333,408383,412717,416050,418333,424667,433000,438000,442000,442000,441967,440633,445728,455762,468428,483333
394458,24,"Charlotte, NC",Msa,NC,173000,174000,175333,179667,181322,178989,175489,171500,170667,164417,160750,156583,159000,160000,163333,165333,166100,163100,159767,157000,156330,155330,152663,151333,154000,159000,164000,167417,170707,170373,166957,165333,162333,160250,156250,154917,155000,157333,161667,166508,167508,162342,159500,156667,160167,157500,158333,158000,162333,167167,172833,175167,175667,171667,169500,167333,169667,167833,167000,167667,173000,179333,185333,190667,193500,189500,187167,185667,189000,186250,182250,181250,185667,193000,198000,202000,199591,196241,191908,192317,192983,188983,187650,190000,197667,203000,208200,210367,211533,204333,198833,199822,201006,199339,193518,195000,203333,210550,217383,220717,223167,219333,217667,217917,219250,218250,213667,216333,223000,229667,235667,238333,238667,234333,232333,233667,239500,238167,238667,236372,242706,247206,253000,253333,254333,249333,248833,249528,254528,252028,250210,249543,255877,262667,268333,272667,272000,270300,267133,266133,267833,266667,267333,269355,277021,278688,281000,284000,293000,295333,297651,297317,296484,293500,291463,297297,306797,318528
395045,25,"Sacramento, CA",Msa,CA,325000,317000,309000,301000,295500,287833,287167,281333,277250,262583,251583,246667,246667,250000,248333,250000,248333,246667,243333,238167,234833,229833,226667,226667,228000,229667,232333,235583,233917,231917,229000,233500,232833,227833,222667,219333,222333,220667,222333,221000,222833,221167,215667,207833,202833,199333,199833,199167,205667,209167,214250,218417,222417,224917,226583,230250,235000,236667,238333,244333,254167,265833,276167,283833,286167,286167,285833,286333,285333,281500,284167,288833,297000,304833,309833,314000,312333,311333,310667,307833,309833,306500,314333,313333,322000,323667,328667,328333,327000,325333,326667,329667,333000,331333,330333,333000,341333,349833,355500,358167,359750,359750,360750,359667,359083,355417,354083,358000,365000,375167,381833,387667,387833,387833,390333,392000,392667,387000,387833,390500,399583,405083,410083,411667,410000,408333,405000,405917,402583,399167,398250,401583,411667,418333,425000,427333,427333,424000,420000,419833,421500,423167,424583,428583,433583,435000,438417,447250,457917,465500,470000,470167,468500,463500,468333,483333,501667,520000
395055,26,"San Antonio, TX",Msa,TX,149711,152188,155960,157044,157067,152067,148667,145333,144500,144718,144718,146551,147667,150333,152500,156817,156150,153553,147746,144913,144510,144167,144417,143463,143963,145046,148833,154047,159631,159424,156756,153923,154130,152333,150732,148642,148892,150077,152167,156150,155924,156144,154161,153187,153251,149551,149585,149267,153967,158967,164000,166667,165667,162167,160500,161500,161667,159000,157250,157250,161583,165700,172333,177333,178900,175150,171150,169550,170650,170300,169628,169811,173315,177787,181953,184467,183583,183583,181250,182069,181236,181736,182333,184500,187000,190333,194833,198240,198407,194573,190783,187250,187917,188967,190667,192633,196276,201859,205559,208917,208667,207667,205033,203612,203612,201245,200667,199133,204188,209271,215105,216717,216633,214000,211500,211500,215833,217867,216200,214533,216667,223000,227000,230300,230600,226600,224217,221643,222976,220393,219667,220000,223300,228300,232670,236036,236036,233667,233000,231076,232409,229742,230667,230667,235333,239000,243333,248667,252332,254665,254998,255667,257000,256167,257450,257783,263617,270333
394943,27,"Orlando, FL",Msa,FL,222800,219967,218333,218500,217500,214167,208233,203233,198067,194832,191498,184998,175667,165900,163900,164900,165000,163167,160167,157167,152633,147300,141600,137633,137133,140500,143500,146500,144833,139167,136579,132279,131846,124900,122500,122933,126633,130933,131933,133600,132667,130760,129060,129457,131031,131064,129500,130167,129167,133033,136700,143367,144983,146617,145950,148300,150000,150000,151667,152917,159583,162933,168350,173350,177667,180000,180000,181000,182000,182000,181100,182683,186017,188750,189667,193000,196167,197000,194885,195552,198885,200333,197667,197167,196500,199833,200983,204460,206460,206810,207967,210967,213300,215000,211667,211667,211667,215500,219167,222467,224300,223066,222466,224291,226859,227992,227833,230000,232833,234167,237000,238230,239897,239897,240333,241667,241997,244995,244995,245131,245315,248649,251516,253333,254667,255163,255163,255497,256667,257667,259333,259500,259811,261478,266278,269967,272300,270774,270486,269819,274045,274997,274997,270663,271667,273667,275667,277333,280333,281667,281667,282748,284748,285498,286750,291383,297300,304967
394466,28,"Cincinnati, OH",Msa,OH,144797,146750,149417,150667,152333,150761,148111,144486,141992,138308,138548,139282,142115,142250,143583,142750,142000,139500,138833,137500,136953,135473,135807,135821,136633,137155,139522,144450,149594,149928,148333,143933,143600,141933,139500,136050,136050,139867,147350,152417,154767,149400,144000,141167,140733,138483,133050,130817,133400,139333,145000,148333,150667,148000,144667,140667,141233,140796,140763,141196,144800,150833,155833,160333,159833,157400,153067,149433,148200,142200,137983,135650,138450,144133,149633,155500,157167,154333,151000,149000,149000,147083,144833,144800,146550,152467,155833,160650,158983,157317,153167,150733,150733,148567,147967,146300,151467,156333,163000,166800,166633,163300,160000,159967,159933,159267,156467,156467,158800,163300,168334,171667,174967,172967,170467,169167,169833,169000,167000,168417,172250,177250,180083,181583,182250,178667,175583,174750,174417,172333,169833,172167,177667,184275,189608,193717,193057,191391,187616,187633,188484,186818,185851,187975,195308,197495,200853,204187,211333,210983,210983,210400,209417,203583,198500,200167,209333,221000
394475,29,"Cleveland, OH",Msa,OH,130333,131000,133000,133333,134333,133183,132067,128777,128260,125043,124000,121333,124383,124717,126883,124833,124667,123167,123017,121183,118183,117833,118500,121650,121050,123050,126400,129650,132817,130983,131167,128491,127824,126124,123300,119300,118333,120667,127333,129667,131500,129833,128817,126967,123633,118983,115633,112300,117133,119833,128167,131250,136000,133000,130667,126550,126117,121533,120317,120383,123717,128300,134533,139533,139533,137667,132667,128667,122667,117933,112267,113267,117667,124000,129000,132667,135667,132000,129483,127150,128150,123233,118233,116467,120533,127533,132633,138544,140211,138544,135667,131833,130167,125500,124167,121167,124500,129000,138167,142167,142167,139000,135000,134333,131917,129825,128492,127575,131333,137167,144167,149033,148200,146533,144100,144067,142400,138300,134292,133542,137858,142233,146983,148417,149750,148917,146467,143467,139933,139967,137967,139993,141660,149327,156000,161667,162333,158667,154933,151599,150233,149967,149967,153000,158000,163000,166633,169633,172967,174333,174667,172617,171783,166783,164167,162942,167275,175275
394735,30,"Kansas City, MO",Msa,MO,151925,156292,160167,161667,160333,154800,151300,146300,143560,137877,134377,136150,141500,148133,151433,156067,157100,153467,149167,146167,145667,142417,136917,138192,142442,150442,155833,158167,157800,152967,147675,144708,142042,138633,133600,132667,133367,136733,142667,148317,148650,143150,141000,140633,138300,133133,129833,131000,136667,145042,153042,156792,157417,156083,153333,150333,150000,145467,141133,138900,144767,155433,164667,171000,170333,165333,162333,161667,161667,159333,154167,150833,153833,162083,171583,176917,177500,173333,168333,166333,167000,164333,161000,160000,166500,175500,183797,185597,183930,177967,175000,172833,173458,170792,168392,167433,174100,183667,193333,197333,196667,192500,190167,186250,185617,181950,183533,184667,190000,197667,206892,211892,210892,205333,200133,198133,198133,200000,199667,203000,208000,215000,219500,221167,218833,212667,210000,209667,209667,208667,206333,210333,216633,226633,233633,234700,233033,228300,223600,220267,220667,221667,221667,226633,232967,240633,244000,250333,254950,258250,256917,254800,249833,246833,246667,250667,258333,268333
394775,31,"Las Vegas, NV",Msa,NV,262787,259998,258332,255150,249490,244490,240037,234031,229031,219879,212676,204343,198320,193859,187192,182220,175551,172217,166804,164470,159470,155967,151633,149967,150000,149441,149525,147192,146084,145333,144333,144333,143333,141667,139667,136000,136000,134783,134533,136200,136083,136633,134967,134633,133000,130667,129333,129333,131215,133548,136215,138000,140333,143333,145333,148333,151000,156000,158333,162247,166396,171396,175149,178081,183048,186481,189067,189933,190500,191833,192667,193667,192667,192708,194790,197790,201082,203833,205833,208167,209667,209917,209250,208482,210132,211798,215900,219000,222030,223030,223697,225667,225333,224667,223000,221667,223333,224167,224285,222285,221119,222667,223667,225667,227300,233633,238633,243667,246333,248000,251333,255000,258333,261667,263000,264667,268000,269000,272333,273372,279372,283872,287083,287083,287250,291330,294663,297997,298667,300333,300663,299996,299330,297931,297931,298598,302333,305667,307333,308094,307790,306226,307132,307769,309333,310333,314539,319206,320873,319667,320000,321667,323333,324000,325667,330333,338000,346333
394492,32,"Columbus, OH",Msa,OH,150983,154617,155900,153917,152583,150667,149167,145500,145133,147967,150600,150933,148267,146367,146050,147683,148417,147433,144967,145500,145167,149950,153950,154283,152333,150667,154067,157817,161050,158950,154600,151367,154733,155000,153333,149167,151767,151867,155667,156317,157050,152083,147333,146500,147583,146917,141750,139333,142000,147000,151167,154667,157300,155467,149725,145908,146875,147283,145267,144233,144800,149500,155567,163033,165967,163467,158500,155733,154567,152683,148517,147150,148933,154900,159933,163300,163333,161667,159983,158883,160050,157200,156633,155800,157667,164333,169150,173950,173950,172800,170667,169250,167583,167083,165167,165067,167233,170567,173333,176633,177967,178267,175633,175300,175000,175167,172500,172500,175000,182500,188867,192533,190867,187167,186833,186500,191500,192733,195005,193338,193772,196033,203967,206855,206789,200855,198617,196950,198367,196050,196233,196817,205150,213833,221167,222800,219067,213400,211433,210650,211317,211650,214367,220615,226698,231332,230417,233667,235567,236067,231733,229833,229933,228600,223967,225743,233910,250210
394705,33,"Indianapolis, IN",Msa,IN,121533,125300,127975,130308,130642,127000,125333,120667,119333,111000,105667,103667,108667,118167,122500,127167,127333,127333,124833,121833,120833,115333,112333,113300,120633,128300,130333,130333,128650,127650,126983,126333,127167,122167,119500,115633,120800,123100,126800,129600,130967,129300,126333,124500,122834,119500,115000,116667,122000,130333,136000,137333,136667,129967,127300,125133,127833,124500,120392,118692,122192,129133,135167,141000,142667,139500,136667,133667,136167,132000,131667,128567,132533,135848,141948,147298,150617,148950,145633,143333,142333,139167,135167,136500,142000,150667,155833,159467,158467,155887,149920,147337,145583,143550,142467,142967,148500,154966,159132,162596,160897,160163,157867,157100,156333,153066,152732,154199,159767,166075,170275,173275,171633,168300,166833,167000,168033,165533,164683,166983,173150,179167,185417,187583,186217,181600,179100,179800,181167,179500,177167,176833,182667,189333,196667,201000,204333,200967,199633,196283,197983,193400,193083,198083,208000,215833,217833,221167,224667,227000,226333,225333,222667,219451,218451,220118,227600,236933
395059,34,"San Jose, CA",Msa,CA,698000,695333,692000,679250,653917,623917,593333,559000,529333,502667,493667,478500,486583,506583,535333,552250,548917,538333,530000,524250,524250,508917,496333,501333,519967,544633,549633,559667,553333,549833,543167,536500,531500,504167,490833,492000,511000,527000,539333,545083,544083,525417,506333,497000,485667,469667,457500,467500,503292,535958,563625,578833,586667,577333,567333,569333,572667,572000,571000,588583,630083,665083,688667,689667,684667,677667,675167,675167,667667,653000,654667,676333,711667,732167,743833,740500,738500,728667,730292,726792,722292,703167,701500,724167,759917,794917,813250,831667,833333,820000,804833,793750,793500,778333,777750,789667,833333,865000,875750,870750,850750,845000,840000,841833,835333,823667,825833,855667,894000,928333,941667,948167,942333,945667,953167,973667,980333,972667,1003000,1076333,1143333,1176667,1160000,1141417,1121417,1082083,1084000,1054000,1036667,998000,988000,1016000,1048000,1081333,1100000,1101667,1073333,1033333,1005000,1013333,1008333,988333,1001667,1043667,1106167,1122833,1127500,1125000,1133333,1133333,1151470,1146470,1146470,1132000,1138667,1182000,1240000,1290000
394355,35,"Austin, TX",Msa,TX,188667,193083,195583,196917,197482,194462,191095,188947,186967,185333,184165,183332,186665,188283,194117,195433,193483,188983,186000,182667,184667,181333,183804,181471,186437,187633,192450,200817,204265,203449,196782,190177,190177,186843,190000,185833,189167,191500,197333,196667,196333,193317,193650,189983,189567,184422,185479,188745,198190,205467,211171,212871,212737,208117,204083,201217,203633,204642,206875,209684,217376,224643,228500,229667,226333,223000,219500,219667,221333,219658,222361,225528,233934,239564,245398,247694,249361,245327,243050,241383,244317,245233,245233,247333,255690,264690,270024,271833,269500,264167,260000,260000,265167,264688,266022,267688,276500,283000,288833,288833,287940,281607,280603,281330,286650,284487,284320,285333,293833,299667,305333,305000,301102,294102,290609,289841,294507,296247,299247,297911,304663,310830,318167,318167,319000,312500,309167,302167,303333,300833,299167,301067,308567,321834,328267,329694,326410,321949,322027,318677,321218,316380,319747,323333,329997,332660,335993,344997,352333,357333,361667,365875,370875,371042,381833,402533,438681,463681
395194,36,"Virginia Beach, VA",Msa,VA,223150,225150,228483,232483,235667,230667,225833,222500,222500,220667,217150,217150,221150,226333,230333,232217,232217,229883,225000,220333,219167,220833,223833,223667,222000,222000,227333,234000,238000,237333,232333,230133,228800,228800,225333,219333,217667,217667,222667,224333,226000,223333,215000,211633,211617,211283,208317,205000,211867,216783,223432,226565,228815,227167,225833,223333,223333,221051,218701,215367,215983,219667,228667,234667,238333,231167,225167,220167,218333,213483,209467,211117,217633,222983,229633,232283,233450,228483,223833,223000,223000,221667,218667,217333,220667,226667,231333,238550,240517,239517,232095,226678,227011,227071,226687,225004,230150,235300,241656,242989,244139,240133,238767,237633,239133,235833,234040,232290,236623,239082,246498,248830,249831,243498,240167,238467,238467,236800,238417,239917,241583,245667,250000,253333,250000,246500,244833,244500,243000,238000,238333,237500,244167,249167,256650,261650,261617,259967,254933,250967,249300,248333,248000,250983,255317,263650,266500,273167,273500,276926,274892,275559,272967,268333,265000,264750,272114,280447
394902,37,"Nashville, TN",Msa,TN,165502,169615,174333,176100,174500,171117,167717,165483,163900,163533,163600,162733,161400,162100,164633,166333,164885,159885,156802,155583,157917,157333,155983,155283,155571,159421,163607,170244,173744,172675,169550,164183,162767,161967,159317,156650,155650,158788,163122,169122,173333,169998,163332,159332,163333,163333,162997,158997,161330,166500,173178,179511,179578,176233,173200,173300,175967,172667,172333,168000,173000,177000,187000,192000,192333,189000,185667,185000,185319,183619,182452,181100,183333,186833,195202,199668,202335,196858,194492,194492,197300,197650,196983,197317,200083,205750,212383,217467,217467,216167,214333,214817,217317,218283,217783,216617,219983,227333,234000,240667,240914,239747,239080,238858,241692,240692,241633,243467,247467,254167,260333,264833,266500,265833,264000,264633,267297,268623,268657,267502,271175,275842,281922,287405,289138,282550,278700,276300,282867,282138,282156,281923,285352,292333,299000,303667,305333,302333,301354,302372,307372,306685,303330,303140,307306,310643,310833,316000,321667,324000,325803,324470,325470,321667,324967,329300,339567,350933
